recipe_id,line_no,raw_line,regex_qty,regex_unit,regex_name,ip_name,ip_qty,ip_unit,ip_state,ip_comment,ip_purpose,patch_dry_fresh,ip_patched_name,modifier_text,flag_name,flag_qty,flag_unit,flag_state,review_flags
32,12,5 tablespoons Butter (unsalted),5,tablespoons,Butter (unsalted),Butter (unsalted),5,tablespoon,,,,,Butter (unsalted),,False,False,False,False,
32,13,1/2 cup Sugar,1/2,cup,Sugar,Sugar,1/2,cup,,,,,Sugar,,False,False,False,False,
32,14,2 Whole Eggs,2,,Whole Eggs,Whole Eggs,2,,,,,,Whole Eggs,,False,False,False,False,
32,15,1-1/2 cups Mixed nuts - I used almond,1-1/2,cups,Mixed nuts,Mixed nuts,1/2,cup,,I used almond,,,Mixed nuts,I used almond,False,True,False,True,qty;state
32,16,1/2 cup Tutti frutti,1/2,cup,Tutti frutti,Tutti frutti,1/2,cup,,,,,Tutti frutti,,False,False,False,False,
32,17,1 pinch Salt,1,pinch,Salt,Salt,1,pinch,,,,,Salt,,False,False,False,False,
33,1,1 Mango (Ripe) - peel & slice,1,,Mango (Ripe),Mango (Ripe) - peel,1,slice,,,,,Mango (Ripe) - peel,peel & slice,True,False,True,True,name;unit;state
33,2,3 Green Chillies - slit,3,,Green Chillies,Green Chillies,3,,slit,,,,Green Chillies,slit,False,False,False,False,
33,3,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,Fresh coconut,1/4,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
33,4,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),Cumin seeds (Jeera),1,teaspoon,,,,,Cumin seeds (Jeera),,False,False,False,False,
33,5,1 tablespoon Jaggery,1,tablespoon,Jaggery,Jaggery,1,tablespoon,,,,,Jaggery,,False,False,False,False,
33,6,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1/2,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
33,7,1/4 cup Curd (Dahi / Yogurt),1/4,cup,Curd (Dahi / Yogurt),Curd,1/4,cup,,(Dahi/Yogurt),,,Curd (Dahi / Yogurt),,False,False,False,False,
33,8,1 tablespoons Coconut Oil,1,tablespoons,Coconut Oil,Coconut Oil,1,tablespoon,,,,,Coconut Oil,,False,False,False,False,
33,9,2 to 3 Dry Red Chilli,2to3,,Dry Red Chilli,Dry Red Chilli,2,,,,,Dry,Dry Red Chilli,,False,True,False,False,qty
33,10,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
33,11,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,Mustard seeds,1/2,teaspoon,,,,,Mustard seeds,,False,False,False,False,
33,12,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
34,1,2 Seer fish - cleaned and cut,2,,Seer fish,Seer fish,2,,cleaned and cut,,,,Seer fish,cleaned and cut,False,False,False,False,
34,2,2 sprig Curry leaves,2,sprig,Curry leaves,Curry leaves,2,sprigs,,,,,Curry leaves,,False,False,False,False,
34,3,1 cup Tamarind Water,1,cup,Tamarind Water,Tamarind Water,1,cup,,,,,Tamarind Water,,False,False,False,False,
34,4,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
34,5,1 cup Coconut milk,1,cup,Coconut milk,Coconut milk,1,cup,,,,,Coconut milk,,False,False,False,False,
34,6,1 Lemon juice,1,,Lemon juice,Lemon juice,1,,,,,,Lemon juice,,False,False,False,False,
34,7,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
34,8,Coconut Oil - as required,,,Coconut Oil,Coconut Oil,,,,as required,,,Coconut Oil,as required,False,False,False,True,state
34,9,1 Onion - sliced,1,,Onion,Onion,1,,sliced,,,,Onion,sliced,False,False,False,False,
34,10,2 Dry Red Chillies,2,,Dry Red Chillies,Dry Red Chillies,2,,,,,Dry,Dry Red Chillies,,False,False,False,False,
34,11,4 cloves Garlic,4,cloves,Garlic,Garlic,4,cloves,,,,,Garlic,,False,False,False,False,
34,12,1 inch Ginger - chopped,1,inch,Ginger,Ginger,,,chopped,,,,Ginger,chopped,False,True,True,False,qty;unit
34,13,1 Green Chilli - chopped,1,,Green Chilli,Green Chilli,1,,chopped,,,,Green Chilli,chopped,False,False,False,False,
35,1,2 Mango (Ripe),2,,Mango (Ripe),Mango (Ripe),2,,,,,,Mango (Ripe),,False,False,False,False,
35,2,1 cup Coconut milk,1,cup,Coconut milk,Coconut milk,1,cup,,,,,Coconut milk,,False,False,False,False,
35,3,1/4 cup Palm sugar,1/4,cup,Palm sugar,Palm sugar,1/4,cup,,,,,Palm sugar,,False,False,False,False,
35,4,1 teaspoons Cardamom Powder (Elaichi),1,teaspoons,Cardamom Powder (Elaichi),Cardamom Powder (Elaichi),1,teaspoon,,,,,Cardamom Powder (Elaichi),,False,False,False,False,
35,5,3 tablespoons Fresh coconut - or dessicated coconut (grated),3,tablespoons,Fresh coconut,Fresh coconut; dessicated coconut,3,tablespoon,(grated),,,Fresh,Fresh coconut; dessicated coconut,or dessicated coconut (grated),True,False,False,False,name
35,6,2 tablespoons Badam (Almond) - sliced or chopped,2,tablespoons,Badam (Almond),Badam (Almond),2,tablespoon,sliced or chopped,,,,Badam (Almond),sliced or chopped,False,False,False,False,
35,7,1 teaspoon Ghee,1,teaspoon,Ghee,Ghee,1,teaspoon,,,,,Ghee,,False,False,False,False,
36,1,1 cup Guava juice - chilled,1,cup,Guava juice,Guava juice,1,cup,chilled,,,,Guava juice,chilled,False,False,False,False,
36,2,1 cup Papaya juice - chilled,1,cup,Papaya juice,Papaya juice,1,cup,chilled,,,,Papaya juice,chilled,False,False,False,False,
36,3,500 ml Champagne - or Sparkling wine,500,ml,Champagne,Champagne; Sparkling wine,500,milliliter,,,,,Champagne; Sparkling wine,or Sparkling wine,True,False,False,True,name;state
36,4,1 Lemon - juiced,1,,Lemon,Lemon,1,,juiced,,,,Lemon,juiced,False,False,False,False,
36,5,1/4 cup Guava - cubes (optional),1/4,cup,Guava,Guava - cubes,1/4,cup,,(optional),,,Guava - cubes,cubes (optional),True,False,False,True,name;state
36,6,1/4 cup Papaya - cubes (optional),1/4,cup,Papaya,Papaya - cubes,1/4,cup,,(optional),,,Papaya - cubes,cubes (optional),True,False,False,True,name;state
37,1,100 grams Raisins,100,grams,Raisins,Raisins,100,gram,,,,,Raisins,,False,False,False,False,
37,2,100 grams Glazed Cherries,100,grams,Glazed Cherries,Glazed Cherries,100,gram,,,,,Glazed Cherries,,False,False,False,False,
37,3,100 grams Dried Figs,100,grams,Dried Figs,Dried Figs,100,gram,,,,Dried,Dried Figs,,False,False,False,False,
37,4,100 grams Tutti frutti,100,grams,Tutti frutti,Tutti frutti,100,gram,,,,,Tutti frutti,,False,False,False,False,
37,5,50 grams Badam (Almond),50,grams,Badam (Almond),Badam (Almond),50,gram,,,,,Badam (Almond),,False,False,False,False,
37,6,50 grams Cashew nuts,50,grams,Cashew nuts,Cashew nuts,50,gram,,,,,Cashew nuts,,False,False,False,False,
37,7,100 ml Rum - or orange juice (adjust),100,ml,Rum,Rum; orange juice (adjust),100,milliliter,,,,,Rum; orange juice (adjust),or orange juice (adjust),True,False,False,True,name;state
37,8,100 grams Butter (unsalted),100,grams,Butter (unsalted),Butter (unsalted),100,gram,,,,,Butter (unsalted),,False,False,False,False,
37,9,125 grams Ghee,125,grams,Ghee,Ghee,125,gram,,,,,Ghee,,False,False,False,False,
37,10,300 grams Caster Sugar,300,grams,Caster Sugar,Caster Sugar,300,gram,,,,,Caster Sugar,,False,False,False,False,
37,11,4 Egg yolks,4,,Egg yolks,Egg yolks,4,,,,,,Egg yolks,,False,False,False,False,
37,12,1 teaspoon Vanilla Extract,1,teaspoon,Vanilla Extract,Vanilla Extract,1,teaspoon,,,,,Vanilla Extract,,False,False,False,False,
37,13,3 tablespoons Candied orange peel,3,tablespoons,Candied orange peel,Candied orange peel,3,tablespoon,,,,,Candied orange peel,,False,False,False,False,
37,14,1/4 cup Caramel Sauce,1/4,cup,Caramel Sauce,Caramel Sauce,1/4,cup,,,,,Caramel Sauce,,False,False,False,False,
37,15,1 Orange,1,,Orange,Orange,1,,,,,,Orange,,False,False,False,False,
37,16,250 grams All Purpose Flour (Maida),250,grams,All Purpose Flour (Maida),All Purpose Flour (Maida),250,gram,,,,,All Purpose Flour (Maida),,False,False,False,False,
37,17,1/2 teaspoon Baking powder,1/2,teaspoon,Baking powder,Baking powder,1/2,teaspoon,,,,,Baking powder,,False,False,False,False,
37,18,1/4 teaspoon Baking soda,1/4,teaspoon,Baking soda,Baking soda,1/4,teaspoon,,,,,Baking soda,,False,False,False,False,
37,19,1 teaspoon Cinnamon Powder (Dalchini),1,teaspoon,Cinnamon Powder (Dalchini),Cinnamon Powder (Dalchini),1,teaspoon,,,,,Cinnamon Powder (Dalchini),,False,False,False,False,
37,20,1/4 teaspoon Nutmeg powder,1/4,teaspoon,Nutmeg powder,Nutmeg powder,1/4,teaspoon,,,,,Nutmeg powder,,False,False,False,False,
37,21,1/2 teaspoon Cloves (Laung) - powdered,1/2,teaspoon,Cloves (Laung),Cloves (Laung),1/2,teaspoon,powdered,,,,Cloves (Laung),powdered,False,False,False,False,
37,22,1/2 teaspoon Dry ginger powder,1/2,teaspoon,Dry ginger powder,Dry ginger powder,1/2,teaspoon,,,,Dry,Dry ginger powder,,False,False,False,False,
37,23,1/4 cup Milk,1/4,cup,Milk,Milk,1/4,cup,,,,,Milk,,False,False,False,False,
37,24,4 Egg whites,4,,Egg whites,Egg whites,4,,,,,,Egg whites,,False,False,False,False,
37,25,3 tablespoons Lemon juice,3,tablespoons,Lemon juice,Lemon juice,3,tablespoon,,,,,Lemon juice,,False,False,False,False,
37,26,4 tablespoons Sugar,4,tablespoons,Sugar,Sugar,4,tablespoon,,,,,Sugar,,False,False,False,False,
38,1,500 grams Shrimps - cleaned and deveined,500,grams,Shrimps,Shrimps,500,gram,cleaned and deveined,,,,Shrimps,cleaned and deveined,False,False,False,False,
38,2,1/2 cup Pearl onions (Sambar Onions),1/2,cup,Pearl onions (Sambar Onions),Pearl onions (Sambar Onions),1/2,cup,,,,,Pearl onions (Sambar Onions),,False,False,False,False,
38,3,1 Tomato - chopped,1,,Tomato,Tomato,1,,chopped,,,,Tomato,chopped,False,False,False,False,
38,4,1 Green Chilli - slit,1,,Green Chilli,Green Chilli,1,,slit,,,,Green Chilli,slit,False,False,False,False,
38,5,1 inch Ginger,1,inch,Ginger,Ginger,,,,,,,Ginger,,False,True,True,False,qty;unit
38,6,4 cloves Garlic,4,cloves,Garlic,Garlic,4,cloves,,,,,Garlic,,False,False,False,False,
38,7,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),,,,,,,Cinnamon Sticks (Dalchini),,True,True,True,False,name;qty;unit
38,8,1 Cardamom (Elaichi) Pods/Seeds,1,,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Seeds,1,Pod,,,,,Cardamom (Elaichi) Pods/Seeds,,False,False,True,False,unit
38,9,1 teaspoon Whole Black Peppercorns,1,teaspoon,Whole Black Peppercorns,Whole Black Peppercorns,1,teaspoon,,,,,Whole Black Peppercorns,,False,False,False,False,
38,10,1 sprig Curry leaves,1,sprig,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,,False,False,False,False,
38,11,1 cup Coconut milk,1,cup,Coconut milk,Coconut milk,1,cup,,,,,Coconut milk,,False,False,False,False,
38,12,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
38,13,1 Lemon juice,1,,Lemon juice,Lemon juice,1,,,,,,Lemon juice,,False,False,False,False,
38,14,1 teaspoon Sugar,1,teaspoon,Sugar,Sugar,1,teaspoon,,,,,Sugar,,False,False,False,False,
38,15,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
38,16,Coconut Oil - for cooking,,,Coconut Oil,Coconut Oil,,,,,for cooking,,Coconut Oil,for cooking,False,False,False,True,state
39,1,2 cups suran - chopped,2,cups,suran,suran,2,cup,chopped,,,,suran,chopped,False,False,False,False,
39,2,2-1 / 2 cups water,2-1/2,cups,water,water,1,,,,,,water,,False,True,True,False,qty;unit
39,3,8 cloves garlic,8,cloves,garlic,garlic,8,cloves,,,,,garlic,,False,False,False,False,
39,4,1 onion - finely chopped,1,,onion,onion,1,,finely chopped,,,,onion,finely chopped,False,False,False,False,
39,5,1/2 teaspoon turmeric powder,1/2,teaspoon,turmeric powder,turmeric powder,1/2,teaspoon,,,,,turmeric powder,,False,False,False,False,
39,6,1-1 / 2 teaspoon red chilli powder,1-1/2,teaspoon,red chilli powder,red chilli powder,1,,,,,,red chilli powder,,False,True,True,False,qty;unit
39,7,1/2 teaspoon Black pepper powder,1/2,teaspoon,Black pepper powder,Black pepper powder,1/2,teaspoon,,,,,Black pepper powder,,False,False,False,False,
39,8,1/2 teaspoon fennel powder,1/2,teaspoon,fennel powder,fennel powder,1/2,teaspoon,,,,,fennel powder,,False,False,False,False,
39,9,1 tablespoon oil,1,tablespoon,oil,oil,1,tablespoon,,,,,oil,,False,False,False,False,
39,10,1 teaspoon mustard,1,teaspoon,mustard,mustard,1,teaspoon,,,,,mustard,,False,False,False,False,
39,11,6 curry leaves,6,,curry leaves,curry leaves,6,,,,,,curry leaves,,False,False,False,False,
40,1,500 grams Prawns - tiger,500,grams,Prawns,Prawns - tiger,500,gram,,,,,Prawns - tiger,tiger,True,False,False,True,name;state
40,2,1 cup Fresh coconut - grated,1,cup,Fresh coconut,Fresh coconut,1,cup,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
40,3,2 tablespoons Coriander (Dhania) Seeds,2,tablespoons,Coriander (Dhania) Seeds,Coriander (Dhania) Seeds,2,tablespoon,,,,,Coriander (Dhania) Seeds,,False,False,False,False,
40,4,4 Dry Red Chillies,4,,Dry Red Chillies,Dry Red Chillies,4,,,,,Dry,Dry Red Chillies,,False,False,False,False,
40,5,8 Shallots,8,,Shallots,Shallots,8,,,,,,Shallots,,False,False,False,False,
40,6,8 cloves Garlic - split lengthwise,8,cloves,Garlic,Garlic,8,cloves,split lengthwise,,,,Garlic,split lengthwise,False,False,False,False,
40,7,1 teaspoon Methi Seeds (Fenugreek Seeds),1,teaspoon,Methi Seeds (Fenugreek Seeds),Methi Seeds (Fenugreek Seeds),1,teaspoon,,,,,Methi Seeds (Fenugreek Seeds),,False,False,False,False,
40,8,1-1/2 teaspoon Cumin seeds (Jeera),1-1/2,teaspoon,Cumin seeds (Jeera),Cumin seeds (Jeera),1/2,teaspoon,,,,,Cumin seeds (Jeera),,False,True,False,False,qty
40,9,Turmeric powder (Haldi) - a pinch (optional),,,Turmeric powder (Haldi),Turmeric powder (Haldi),1,pinch,,(optional),,,Turmeric powder (Haldi),a pinch (optional),False,True,True,True,qty;unit;state
40,10,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,Mustard seeds,1,teaspoon,,,,,Mustard seeds,,False,False,False,False,
40,11,Curry leaves - Few,,,Curry leaves,Curry leaves,,,,,,,Curry leaves,Few,False,False,False,True,state
40,12,30 grams Tamarind,30,grams,Tamarind,Tamarind,30,gram,,,,,Tamarind,,False,False,False,False,
40,13,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
41,1,2 Brinjal (Baingan / Eggplant) - finely chopped (use the regular small eggplant and not the ones used for baingan bhartha),2,,Brinjal (Baingan / Eggplant),Brinjal Eggplant,2,,finely chopped,"Baingan, (use the regular small eggplant and not the ones used for baingan bhartha)",,,Brinjal (Baingan / Eggplant),finely chopped (use the regular small eggplant and not the ones used for baingan bhartha),False,False,False,False,
41,2,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,Mustard seeds,1/4,teaspoon,,,,,Mustard seeds,,False,False,False,False,
41,3,1 Onion - finely chopped,1,,Onion,Onion,1,,finely chopped,,,,Onion,finely chopped,False,False,False,False,
41,4,1 to 2 Green Chillies - slit lengthwise (use as per spice tolerance) 1/2 tablespoon kashmiri chili powder (use as per spice tolerance),1to2,,Green Chillies,Green Chillies; kashmiri chili powder,1,,slit lengthwise,(use as per spice tolerance),,,Green Chillies; kashmiri chili powder,slit lengthwise (use as per spice tolerance) 1/2 tablespoon kashmiri chili powder (use as per spice tolerance),True,True,False,False,name;qty
41,5,1 pinch Turmeric powder (Haldi),1,pinch,Turmeric powder (Haldi),Turmeric powder (Haldi),1,pinch,,,,,Turmeric powder (Haldi),,False,False,False,False,
41,6,1/2 tablespoon Coriander Powder (Dhania),1/2,tablespoon,Coriander Powder (Dhania),Coriander Powder (Dhania),1/2,tablespoon,,,,,Coriander Powder (Dhania),,False,False,False,False,
41,7,1/2 teaspoon Fennel seeds (Saunf) - in case you don't have fennel seeds you could use cumin seeds,1/2,teaspoon,Fennel seeds (Saunf),Fennel seeds (Saunf),1/2,teaspoon,,in case you don't have fennel seeds you could use cumin seeds,,,Fennel seeds (Saunf),in case you don't have fennel seeds you could use cumin seeds,False,False,False,True,state
41,8,1/2 teaspoon Methi Seeds (Fenugreek Seeds) - grounded,1/2,teaspoon,Methi Seeds (Fenugreek Seeds),Methi Seeds (Fenugreek Seeds),1/2,teaspoon,grounded,,,,Methi Seeds (Fenugreek Seeds),grounded,False,False,False,False,
41,9,1 Tomatoes - finely chopped,1,,Tomatoes,Tomatoes,1,,finely chopped,,,,Tomatoes,finely chopped,False,False,False,False,
41,10,1/2 cup Coconut milk - thick,1/2,cup,Coconut milk,Coconut milk,1/2,cup,,,,,Coconut milk,thick,False,False,False,True,state
41,11,Coconut Oil - or vegetable oil as required,,,Coconut Oil,Coconut Oil; vegetable oil,,,,as required,,,Coconut Oil; vegetable oil,or vegetable oil as required,True,False,False,True,name;state
41,12,2 sprig Curry leaves,2,sprig,Curry leaves,Curry leaves,2,sprigs,,,,,Curry leaves,,False,False,False,False,
41,13,3 sprig Coriander (Dhania) Leaves - finely chopped (optional),3,sprig,Coriander (Dhania) Leaves,Coriander (Dhania),3,sprigs,finely chopped,"Leaves, (optional)",,,Coriander (Dhania) Leaves,finely chopped (optional),False,False,False,False,
42,1,1/2 cup Yellow Moong Dal (Split),1/2,cup,Yellow Moong Dal (Split),Yellow Moong Dal (Split),1/2,cup,,,,,Yellow Moong Dal (Split),,False,False,False,False,
42,2,1 Chayote - peeled and diced,1,,Chayote,Chayote,1,,peeled and diced,,,,Chayote,peeled and diced,False,False,False,False,
42,3,1 Potato (Aloo) - peeled and diced,1,,Potato (Aloo),Potato (Aloo),1,,peeled and diced,,,,Potato (Aloo),peeled and diced,False,False,False,False,
42,4,2 Carrot (Gajjar) - peeled and diced,2,,Carrot (Gajjar),Carrot (Gajjar),2,,peeled and diced,,,,Carrot (Gajjar),peeled and diced,False,False,False,False,
42,5,1/4 cup Green peas (Matar),1/4,cup,Green peas (Matar),Green peas (Matar),1/4,cup,,,,,Green peas (Matar),,False,False,False,False,
42,6,2 Green Chillies - slit,2,,Green Chillies,Green Chillies,2,,slit,,,,Green Chillies,slit,False,False,False,False,
42,7,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),Turmeric powder (Haldi),1,teaspoon,,,,,Turmeric powder (Haldi),,False,False,False,False,
42,8,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
42,9,Curry leaves - a sprig,,,Curry leaves,Curry leaves,1,sprig,,,,,Curry leaves,a sprig,False,True,True,True,qty;unit;state
42,10,1/4 teaspoon Black pepper powder,1/4,teaspoon,Black pepper powder,Black pepper powder,1/4,teaspoon,,,,,Black pepper powder,,False,False,False,False,
42,11,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,Coconut Oil,1,tablespoon,,,,,Coconut Oil,,False,False,False,False,
43,1,1 cabbage - finely chopped,1,,cabbage,cabbage,1,,finely chopped,,,,cabbage,finely chopped,False,False,False,False,
43,2,1/2 cup green peas - optional,1/2,cup,green peas,green peas,1/2,cup,,optional,,,green peas,optional,False,False,False,True,state
43,3,1 sprig curry leaf,1,sprig,curry leaf,curry leaves,1,sprig,,,,,curry leaves,,True,False,False,False,name
43,4,1/4 tsp rye,1/4,tsp,rye,rye,1/4,teaspoon,,,,,rye,,False,False,False,False,
43,5,1 red chili,1,,red chili,red chili,1,,,,,,red chili,,False,False,False,False,
43,6,1 tsp white urad dal,1,tsp,white urad dal,white urad dal,1,teaspoon,,,,,white urad dal,,False,False,False,False,
43,7,1/4 tsp turmeric powder,1/4,tsp,turmeric powder,turmeric powder,1/4,teaspoon,,,,,turmeric powder,,False,False,False,False,
43,8,Salt - as per taste,,,Salt,Salt,,,,as per taste,,,Salt,as per taste,False,False,False,True,state
43,9,1 tsp oil - as per use,1,tsp,oil,oil,1,teaspoon,,as per use,,,oil,as per use,False,False,False,True,state
43,10,5 tbsp coconut - grated,5,tbsp,coconut,coconut,5,tablespoon,grated,,,,coconut,grated,False,False,False,False,
43,11,6 small onions - chopped,6,,small onions,onions,6,,chopped,,,,small onions,chopped,False,False,False,False,
43,12,3 cloves garlic - chopped,3,cloves,garlic,garlic,3,cloves,chopped,,,,garlic,chopped,False,False,False,False,
43,13,green chili - chopped,,,green chili,green chili,,,chopped,,,,green chili,chopped,False,False,False,False,
43,14,3 sprig curry leaves,3,sprig,curry leaves,curry leaves,3,sprigs,,,,,curry leaves,,False,False,False,False,
44,1,3 carrots - chop,3,,carrots,carrots,3,,chop,,,,carrots,chop,False,False,False,False,
44,2,20 green beans - chop,20,,green beans,green beans,20,,,chop,,,green beans,chop,False,False,False,True,state
44,3,1 onion - chop,1,,onion,onion,1,,chop,,,,onion,chop,False,False,False,False,
44,4,3 green chillies - cut straight,3,,green chillies,green chillies,3,,cut straight,,,,green chillies,cut straight,False,False,False,False,
44,5,1 teaspoon cumin powder,1,teaspoon,cumin powder,cumin powder,1,teaspoon,,,,,cumin powder,,False,False,False,False,
44,6,1/2 teaspoon turmeric powder,1/2,teaspoon,turmeric powder,turmeric powder,1/2,teaspoon,,,,,turmeric powder,,False,False,False,False,
44,7,1 teaspoon salt - as per taste,1,teaspoon,salt,salt,1,teaspoon,,as per taste,,,salt,as per taste,False,False,False,True,state
44,8,1 Tablespoon oil,1,Tablespoon,oil,oil,1,Tablespoon,,,,,oil,,False,False,False,False,
44,9,1/4 teaspoon mustard,1/4,teaspoon,mustard,mustard,1/4,teaspoon,,,,,mustard,,False,False,False,False,
44,10,10 curry leaves,10,,curry leaves,curry leaves,10,,,,,,curry leaves,,False,False,False,False,
45,1,3 Raw Banana - peeled and thinly sliced,3,,Raw Banana,Raw Banana,3,,peeled and thinly sliced,,,,Raw Banana,peeled and thinly sliced,False,False,False,False,
45,2,1/2 tablespoon Paprika powder,1/2,tablespoon,Paprika powder,Paprika powder,1/2,tablespoon,,,,,Paprika powder,,False,False,False,False,
45,3,1/4 tablespoon Black pepper powder,1/4,tablespoon,Black pepper powder,Black pepper powder,1/4,tablespoon,,,,,Black pepper powder,,False,False,False,False,
45,4,Salt - to taste,,,Salt,Salt,,,,to taste,,,Salt,to taste,False,False,False,True,state
45,5,1 tablespoon Extra Virgin Olive Oil - to toss,1,tablespoon,Extra Virgin Olive Oil,Extra Virgin Olive Oil,1,tablespoon,,to toss,,,Extra Virgin Olive Oil,to toss,False,False,False,True,state
46,1,3 cups Rice flour,3,cups,Rice flour,Rice flour,3,cup,,,,,Rice flour,,False,False,False,False,
46,2,1 cup Icing Sugar - powdered,1,cup,Icing Sugar,Icing Sugar,1,cup,powdered,,,,Icing Sugar,powdered,False,False,False,False,
46,3,1 teaspoon Fennel seeds (Saunf),1,teaspoon,Fennel seeds (Saunf),Fennel seeds (Saunf),1,teaspoon,,,,,Fennel seeds (Saunf),,False,False,False,False,
46,4,1 pinch Salt,1,pinch,Salt,Salt,1,pinch,,,,,Salt,,False,False,False,False,
46,5,1 3/4 cup Coconut milk,1-3/4,cup,Coconut milk,Coconut milk,7/4,cup,,,,,Coconut milk,,False,True,False,False,qty
46,6,1 Whole Eggs,1,,Whole Eggs,Whole Eggs,1,,,,,,Whole Eggs,,False,False,False,False,
46,7,Sunflower Oil - for deep frying,,,Sunflower Oil,Sunflower Oil,,,,,for deep frying,,Sunflower Oil,for deep frying,False,False,False,True,state
47,1,250 grams Mutton,250,grams,Mutton,Mutton,250,gram,,,,,Mutton,,False,False,False,False,
47,2,2 tablespoon Fresh coconut - grated,2,tablespoon,Fresh coconut,Fresh coconut,2,tablespoon,grated,,,Fresh,Fresh coconut,grated,False,False,False,False,
47,3,2 Onions,2,,Onions,Onions,2,,,,,,Onions,,False,False,False,False,
47,4,2 Potatoes (Aloo),2,,Potatoes (Aloo),Potatoes (Aloo),2,,,,,,Potatoes (Aloo),,False,False,False,False,
47,5,3 Tomatoes,3,,Tomatoes,Tomatoes,3,,,,,,Tomatoes,,False,False,False,False,
47,6,6 Green Chillies,6,,Green Chillies,Green Chillies,6,,,,,,Green Chillies,,False,False,False,False,
47,7,8 cloves Garlic,8,cloves,Garlic,Garlic,8,cloves,,,,,Garlic,,False,False,False,False,
47,8,1 inch Ginger,1,inch,Ginger,Ginger,,,,,,,Ginger,,False,True,True,False,qty;unit
47,9,1 teaspoon Poppy seeds,1,teaspoon,Poppy seeds,Poppy seeds,1,teaspoon,,,,,Poppy seeds,,False,False,False,False,
47,10,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),Cinnamon Sticks (Dalchini),,,,,,,Cinnamon Sticks (Dalchini),,True,True,True,False,name;qty;unit
47,11,4 Cloves (Laung),4,Cloves,(Laung),Cloves,4,,,(Laung),,,Cloves,,True,False,True,False,name;unit
47,12,1 teaspoon Coriander (Dhania) Seeds,1,teaspoon,Coriander (Dhania) Seeds,Coriander (Dhania) Seeds,1,teaspoon,,,,,Coriander (Dhania) Seeds,,False,False,False,False,
47,13,4 sprig Coriander (Dhania) Leaves - chopped,4,sprig,Coriander (Dhania) Leaves,Coriander (Dhania),4,sprigs,chopped,Leaves,,,Coriander (Dhania) Leaves,chopped,False,False,False,False,
47,14,Sunflower Oil - as required,,,Sunflower Oil,Sunflower Oil,,,,as required,,,Sunflower Oil,as required,False,False,False,True,state
48,1,1 cup Red matta rice,1,cup,Red matta rice,Red matta rice,1,cup,,,,,Red matta rice,,False,False,False,False,
48,2,3 1/2 cups Water,3-1/2,cups,Water,Water,7/2,cup,,,,,Water,,False,True,False,False,qty
48,3,1/2 cup Jaggery,1/2,cup,Jaggery,Jaggery,1/2,cup,,,,,Jaggery,,False,False,False,False,
48,4,1 teaspoon Cardamom (Elaichi) Pods/Seeds,1,teaspoon,Cardamom (Elaichi) Pods/Seeds,Cardamom (Elaichi) Seeds,1,teaspoon Pod,,,,,Cardamom (Elaichi) Pods/Seeds,,False,False,True,False,unit
48,5,1 cup Coconut milk,1,cup,Coconut milk,Coconut milk,1,cup,,,,,Coconut milk,,False,False,False,False,
48,6,1/4 cup Water,1/4,cup,Water,Water,1/4,cup,,,,,Water,,False,False,False,False,
48,7,1 tablespoon Ghee,1,tablespoon,Ghee,Ghee,1,tablespoon,,,,,Ghee,,False,False,False,False,
48,8,12 Cashew nuts,12,,Cashew nuts,Cashew nuts,12,,,,,,Cashew nuts,,False,False,False,False,
