recipe_id,line_no,raw_line
63,8,3 tablespoons Jaggery - (adjust to taste)
63,9,1/4 teaspoon Salt - or to taste
64,1,2 cups Elephant yam (Suran/Senai/Ratalu) - chopped into small cubes
64,2,1 tablespoon Red Chilli powder
64,3,1 teaspoon Turmeric powder (Haldi)
64,4,1 tablespoon Fennel seeds (Saunf) - pound
64,5,1 teaspoon Black pepper powder
64,6,1 teaspoon Mustard seeds
64,7,1 sprig Curry leaves
64,8,1 tablespoon Coconut Oil
64,9,1 cup Pearl onions (Sambar Onions)
64,10,6 cloves Garlic
65,1,1 cup Jackfruit Raw (Kathal) - chopped finely
65,2,1 cup Brown Rice
65,3,1 cup Milk
65,4,1 Cardamom (Elaichi) Pods/Seeds
65,5,1 tablespoon Ghee
65,6,2 teaspoon Cashew nuts - chopped
66,1,2 cups Rice - raw
66,2,1 cup Cooked rice
66,3,1 cup Fresh coconut - freshly grated
66,4,1 teaspoon Active dry yeast -  + 1/2 cup of luke warm water
66,5,2 tablespoons Sugar
66,6,Salt - to taste
67,1,1 Drumstick - chopped to about 1.5 inch
67,2,1 Mango (Raw) - peeled & chopped to bite-size
67,3,1 Green Chilli
67,4,1 cup Water
67,5,Salt - to taste
67,6,1/2 cup Arhar dal (Split Toor Dal) - soaked for 30 minutes
67,7,1/4 teaspoon Turmeric powder (Haldi)
67,8,2 cups Water
67,9,1/4 cup Fresh coconut - grated
67,10,1 teaspoon Cumin seeds (Jeera)
67,11,2 Green Chillies
67,12,2-1/2 tablespoons Water
67,13,1-1/2 teaspoons Coconut Oil
67,14,1/4 teaspoon Mustard seeds
67,15,1/4 teaspoon White Urad Dal (Split)
67,16,2 Dry Red Chillies
67,17,1 sprig Curry leaves
68,1,1 cup Rice flour
68,2,1/2 cup All Purpose Flour (Maida)
68,3,1 teaspoon Dry ginger powder
68,4,1/2 teaspoon Cardamom Powder (Elaichi)
68,5,2 Ripe Bananas - mashed
68,6,4 tablespoon Jaggery
68,7,2 tablespoon Cashew nuts - ground
68,8,1 pinch Salt
68,9,Ghee - for cooking
69,1,500 grams Mutton - with bone (adds flavour)
69,2,1/2 teaspoon Black pepper powder
69,3,Salt - as per your taste
69,4,1/4 teaspoon Turmeric powder (Haldi)
69,5,3 tablespoons Coconut Oil
69,6,1 Onion - finely chopped
69,7,1 Tomato - finely chopped
69,8,2 inch Ginger - finely chopped
69,9,6 cloves Garlic - finely chopped
69,10,3/4 teaspoon Red Chilli powder
69,11,1/4 teaspoon Turmeric powder (Haldi)
69,12,1/4 teaspoon Coriander Powder (Dhania)
69,13,1/2 teaspoon Garam masala powder
69,14,1/2 teaspoon Fennel seeds (Saunf)
69,15,2 sprig Curry leaves
69,16,Salt - as per your taste
70,1,500 grams Tapioca root - skin peeled and chopped into small cubes
70,2,250 grams Chicken - minced
70,3,1 Onion - sliced
70,4,5 cloves Garlic - chopped
70,5,1 inch Ginger - chopped
70,6,1 sprig Curry leaves
70,7,1 Green Chilli - sliced
70,8,1 teaspoon Turmeric powder (Haldi)
70,9,1 teaspoon Red Chilli powder
70,10,2 teaspoons Garam masala powder
70,11,1 teaspoon Black pepper powder
70,12,3 tablespoons Fresh coconut - grated
70,13,Salt - to taste
70,14,Coconut Oil - for cooking
71,1,5 tomatoes - finely chopped
71,2,2 green chillies - chopped
71,3,1/4 teaspoon turmeric powder
71,4,1/2 teaspoon red chilli powder
71,5,salt - to taste
71,6,1 teaspoon coconut oil
71,7,1/2 teaspoon mustard
71,8,1 cast Curry leaves
71,9,1/4 cup coconut - chopped
71,10,1 teaspoon cumin seeds
71,11,5 onions - halved
72,1,500 grams okra - cut
72,2,10 small onions - finely chopped
72,3,1/4 cup coconut - grated
72,4,2 green chillies - finely chopped
72,5,1 sprig curry leaves
72,6,1/2 teaspoon mustard
72,7,1/2 teaspoon turmeric Powder
72,8,salt - as per taste
72,9,oil - as per use
73,1,4 tomatoes - chopped
73,2,oil - as per use
73,3,1 tablespoon rye
73,4,3 dry red chillies - broken
73,5,5 curry leaves
73,6,2 onions - finely chopped
73,7,1 tablespoon ginger garlic paste
73,8,2 green chillies - chopped
73,9,1/2 tablespoon Kashmiri red chilli powder
73,10,1/2 tablespoon turmeric powder
73,11,salt - as per taste
73,12,2 tablespoons green coriander - finely chopped
74,1,2 Whole Eggs - hard boiled and cut to half
74,2,7 Cashew nuts
74,3,1 Onion - chopped
74,4,1 Tomato - chopped
74,5,2 Potato (Aloo)
74,6,1 inch Ginger
74,7,3 Garlic
74,8,2 teaspoon Coriander Powder (Dhania)
74,9,1 teaspoon Red Chilli powder
74,10,1/2 teaspoon Turmeric powder (Haldi)
74,11,1/4 teaspoon Garam masala powder
74,12,1 tablespoon Fennel seeds (Saunf)
74,13,2 tablespoons Coriander (Dhania) Leaves - chopped
74,14,2 sprig Curry leaves
74,15,Sunflower Oil - as required
74,16,Salt - to taste
75,1,2 brinjals - finely chopped
75,2,1/4 teaspoon mustard
75,3,1 onion - finely chopped
75,4,2 green chillies - thin and straight cut
75,5,turmeric powder - a pinch
75,6,1/2 tablespoon coriander powder
75,7,1/2 teaspoon Fennel - or cumin
75,8,1/2 teaspoon fenugreek seeds - grind
75,9,1 tomato - finely chopped
75,10,1/2 cup coconut milk - thick
75,11,coconut oil - as per use
75,12,2 sprig curry leaves
75,13,3 sprig coriander - Finely chop
76,1,5 Fish fillet
76,2,1 teaspoon Ginger Garlic Paste
76,3,1 tablespoon Red Chilli powder - (adjust)
76,4,1/2 teaspoon Turmeric powder (Haldi)
76,5,Black pepper powder - freshly ground to taste
76,6,1/2 Lemon - juiced
76,7,Salt - to taste
76,8,Coconut Oil - for shallow frying
76,9,Curry leaves - a few sprigs
77,1,3 Chayote
77,2,1/2 cup Fresh coconut - grated
77,3,2 Green Chillies
77,4,2 sprig Curry leaves
77,5,Cumin seeds (Jeera)
77,6,1/2 teaspoon Mustard seeds
77,7,1/2 teaspoon Turmeric powder (Haldi)
77,8,Salt - to taste
78,1,1 cup Red matta rice
78,2,1 cup Green Moong Dal (Whole)
78,3,1/2 cup Fresh coconut - grated
78,4,2 cloves Garlic
78,5,1 teaspoon Cumin seeds (Jeera)
78,6,1 Green Chilli - finely chopped
78,7,1 teaspoon Turmeric powder (Haldi)
78,8,2 sprig Curry leaves
78,9,Salt - to taste
78,10,4 Papad
79,1,1-1/2 Green peas (Matar)
79,2,1 Onion - finely chopped
79,3,1/2 cup Fresh coconut - grated
79,4,4 Green Chillies
79,5,1 teaspoon Cumin seeds (Jeera)
79,6,1 sprig Curry leaves
79,7,1 teaspoon Fennel seeds (Saunf)
79,8,1 teaspoon Mustard seeds
79,9,Salt - to taste
79,10,1 teaspoon Sunflower Oil
80,1,500 grams Chicken - curry cut
80,2,3 Onions - sliced
80,3,4 Tomatoes - chopped
80,4,1 inch Ginger - minced
80,5,10 cloves Garlic - minced
80,6,1/2 teaspoon Red Chilli powder
80,7,1/4 teaspoon Turmeric powder (Haldi)
80,8,2 teaspoon Chicken masala - (you can use other too but I prefer eastern masalas for kerala style preparations)
80,9,1 cup Fresh coconut - grated
80,10,2 Cloves (Laung)
80,11,1 inch Cinnamon Stick (Dalchini)
80,12,Curry leaves - Handful
80,13,2 tablespoons Coconut Oil
81,1,400 grams Chicken - cut into medium sized pieces
81,2,1/2 cup Curd (Dahi / Yogurt)
81,3,1 teaspoon Turmeric powder (Haldi)
81,4,1 teaspoon Sunflower Oil
81,5,1 teaspoon Mustard seeds
81,6,10 Curry leaves
81,7,1 Onion - roughly chopped
81,8,1 inch Ginger - grated
81,9,6 to 7 cloves Garlic - finely chopped
81,10,Salt - as per taste
81,11,40 grams Instant Oats (Oatmeal) - Masala one
81,12,1 tablespoon Whole Black Peppercorns
81,13,1 teaspoon Coriander (Dhania) Seeds
81,14,1 inch Cinnamon Stick (Dalchini)
81,15,1 teaspoon Fennel seeds (Saunf)
81,16,2 Dry Red Chillies
82,1,250 grams Baby Potatoes - halved
82,2,1/2 cup Pearl onions (Sambar Onions)
82,3,1 Tomato - finely chopped
82,4,5 Green Chillies - slit
82,5,1 inch Ginger - chopped
82,6,5 cloves Garlic - chopped
82,7,2 teaspoon Coriander Powder (Dhania)
82,8,2 tablespoon Red Chilli powder
82,9,1/2 teaspoon Turmeric powder (Haldi)
82,10,1/2 teaspoon Garam masala powder
82,11,2 sprig Curry leaves
82,12,1 cup Pearl onions (Sambar Onions)
82,13,1 cup Fresh coconut - grated
82,14,1/2 teaspoon Cumin seeds (Jeera)
82,15,1 teaspoon Whole Black Peppercorns - crushed
82,16,Coconut Oil - for cooking
82,17,Salt - to taste
83,1,300 grams Kaddu (Parangikai/ Pumpkin) - peeled and chopped
83,2,1/2 cup Fresh coconut - grated coconut to be ground
83,3,1/4 cup Fresh coconut - to be roasted
83,4,1 Green Chilli
83,5,1-1/2 teaspoons Mustard seeds
83,6,2 teaspoons White Urad Dal (Split)
83,7,2 sprig Curry leaves
83,8,3 Dry Red Chillies
83,9,3/4 teaspoon Turmeric powder (Haldi)
83,10,1 teaspoon Cumin seeds (Jeera)
83,11,1 tablespoon Coconut Oil
83,12,Salt - to taste
84,1,3 raw bananas - peeled and cut into thin
84,2,1/2 tablespoon paprika powder
84,3,1/4 tablespoon pepper powder
84,4,salt - as per taste
84,5,1 tablespoon olive oil - as per use
85,1,1 cup Rice flour
85,2,1 cup Jaggery
85,3,1/2 cup Water
85,4,5 Cardamom (Elaichi) Pods/Seeds
85,5,2 Ripe Bananas
85,6,1 teaspoon Baking soda
85,7,Ghee - as required
86,1,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cut lengthwise
86,2,2 Drumstick - cut lengthwise
86,3,2 Carrots (Gajjar) - cut lengthwise
86,4,10 Green beans (French Beans) -  cut lengthwise
86,5,1 Raw Banana - peeled and cut lengthwise
86,6,2 Potatoes (Aloo) - peeled and cut lengthwise
86,7,1 cup Elephant yam (Suran/Senai/Ratalu) - peeled and cut lengthwise
86,8,1/2 teaspoon Turmeric powder (Haldi)
86,9,Salt - to taste
86,10,1-1/2 cups Fresh coconut - grated
86,11,3 Green Chillies
86,12,1 sprig Curry leaves
86,13,1 teaspoon Cumin seeds (Jeera)
86,14,1 tablespoons Coconut Oil
86,15,Salt - to taste
87,1,300 grams Jackfruit Ripe (Kathal) - chopped coarsely
87,2,1 cup Water
87,3,1 teaspoon Red Chilli powder
87,4,1/2 teaspoon Turmeric powder (Haldi)
87,5,1/2 teaspoon Black pepper powder
87,6,Salt - to taste
87,7,1/2 cup Fresh coconut - grated
87,8,1 teaspoon Cumin seeds (Jeera)
87,9,1/2 cup Fresh coconut - pieces
87,10,1 sprig Curry leaves
87,11,2 Dry Red Chillies
87,12,6 cloves Garlic
87,13,1 teaspoon Mustard seeds
87,14,3 teaspoon Coconut Oil
88,1,1 cup Rice ada
88,2,1 cup Jaggery - grated
88,3,1/2 cup Water
88,4,1 cup Coconut milk - thick (1st extract)
88,5,1-1/2 cups Coconut milk - (2nd & 3rd extract)
88,6,5 Cashew nuts
88,7,7 Raisins
88,8,2 teaspoons Fresh coconut - slices
88,9,1/2 teaspoon Cardamom Powder (Elaichi)
88,10,Ghee - as required
89,1,300 grams Banana Stem - peeled and cut into dices
89,2,1/2 cup Fresh coconut - grated
89,3,2 Green Chillies
89,4,2 sprig Curry leaves
89,5,Salt - to taste
89,6,1 teaspoon Coconut Oil
89,7,1/2 teaspoon Mustard seeds
89,8,1 teaspoon White Urad Dal (Split)
89,9,1 sprig Curry leaves
90,1,2 cup Rice flour
90,2,1/4 cup Fresh coconut - grated
90,3,1 cup Jackfruit Ripe (Kathal) - seeds removed and chopped
90,4,5 tablespoon Sugar
90,5,1/4 teaspoon Salt
90,6,2 Cardamom (Elaichi) Pods/Seeds - powdered
91,1,300 grams Kaddu (Parangikai/ Pumpkin)
91,2,1/2 teaspoon Turmeric powder (Haldi)
91,3,2 teaspoons Jaggery
91,4,Salt - to taste
91,5,1/2 cup Fresh coconut - grated
91,6,1 Green Chilli
91,7,1 inch Ginger - grated
91,8,1 sprig Curry leaves
91,9,1 teaspoon Sunflower Oil
91,10,1/2 teaspoon Mustard seeds
91,11,1/2 teaspoon White Urad Dal (Split)
91,12,1 sprig Curry leaves
92,1,2 Tapioca root
92,2,1 teaspoon Mustard seeds
92,3,1 cup Shallots - chopped
92,4,1 inch Ginger - chopped
92,5,1 sprig Curry leaves
92,6,2 Dry Red Chilli
92,7,2 tablespoon Fresh coconut - grated
92,8,1/2 teaspoon Turmeric powder (Haldi)
92,9,Salt - to taste
92,10,Coconut Oil - for cooking
93,1,1 cup Cauliflower (gobi) - florets
93,2,1/2 cup Carrots (Gajjar) - diced
93,3,2 to 3 tablespoons Green peas (Matar) - fresh or frozen
93,4,1 Onion - finely chopped
93,5,2 tablespoons Ginger Garlic Paste
93,6,2 Green Chillies - slit
93,7,1 Tomato - pureed
93,8,1/2 teaspoon Turmeric powder (Haldi)
93,9,1 teaspoon Red Chilli powder
93,10,2 teaspoons Coriander Powder (Dhania)
93,11,1/2 teaspoon Cumin powder (Jeera)
93,12,1 inch Cinnamon Stick (Dalchini)
93,13,2 sprig Curry leaves
93,14,1 cup Coconut milk - thin
93,15,1/2 cup Coconut milk - thick
93,16,Salt - as required
93,17,4 to 5 Cashew nuts - broken
93,18,Sunflower Oil - as required
93,19,2 tablespoons Coriander (Dhania) Leaves - finely chopped
94,1,250 grams Prawns
94,2,1 cup Coconut milk
94,3,1 teaspoon Tamarind Paste
94,4,1 sprig Curry leaves
94,5,1/2 teaspoon Mustard seeds
94,6,1/2 teaspoon Methi Seeds (Fenugreek Seeds)
94,7,2 Dry Red Chillies
94,8,3 Pearl onions (Sambar Onions)
94,9,1 teaspoon Turmeric powder (Haldi)
94,10,1 teaspoon Kashmiri Red Chilli Powder
94,11,Salt - to taste
94,12,1 teaspoon Lemon juice
94,13,3 teaspoon Mustard oil
94,14,3/4 cup Fresh coconut - grated
94,15,1 teaspoon Ginger - chopped
94,16,2 teaspoon Garlic - chopped
94,17,2 Green Chillies
94,18,1/2 teaspoon Turmeric powder (Haldi)
94,19,1/2 teaspoon Cumin powder (Jeera)
94,20,1 teaspoon Coriander Powder (Dhania)
95,1,2 Bay leaves (tej patta)
95,2,1 Cardamom (Elaichi) Pods/Seeds
95,3,1 tablespoon Whole Black Peppercorns
95,4,5 Cloves (Laung)
95,5,1 inch Cinnamon Stick (Dalchini)
95,6,1 cup Red matta rice - washed thoroughly
95,7,Salt - to taste
95,8,1 inch Ginger
95,9,5 cloves Garlic
95,10,3 Green Chilli
95,11,300 grams Chicken - curry cut
95,12,2 Onions - sliced
95,13,3 Tomatoes - chopped
95,14,1 teaspoon Red Chilli powder
95,15,1/2 teaspoon Turmeric powder (Haldi)
95,16,2 tablespoon Garam masala powder
95,17,1/4 cup Coriander (Dhania) Leaves - chopped
95,18,1/4 cup Mint Leaves (Pudina) - chopped
95,19,1 Lemon juice
95,20,1/2 cup Milk
95,21,5 Saffron strands
95,22,1 tablespoon Cashew nuts
95,23,1 tablespoon Ghee
96,1,4 cups water
96,2,1 tbsp ginger powder
96,3,1 tsp black pepper powder
96,4,1 tbsp instant coffee powder
96,5,20 tulsi
96,6,1 tsp cumin seeds
96,7,1/2 tsp cardamom powder - more or less
96,8,3 tbsp jaggery - Add more or less salt to taste
97,1,1 Cucumber - peeled and diced
97,2,1 Mango (Raw) - peeled and diced
97,3,2 Green Chillies - slit
97,4,1/4 teaspoon Turmeric powder (Haldi)
97,5,1 cup Water
97,6,1/4 cup Fresh coconut - grated
97,7,2 teaspoons Cumin seeds (Jeera)
97,8,1 teaspoon Mustard seeds
97,9,1/2 teaspoon White Urad Dal (Split)
97,10,1 sprig Curry leaves
97,11,1 Dry Red Chilli
97,12,Salt - to taste
98,1,250 grams small potatoes - half cut
98,2,1/2 cup small onion sambar
98,3,1 tomato - finely chopped
98,4,5 green chillies - sliced
98,5,1 inch ginger - chopped
98,6,5 pieces garlic - chopped
98,7,2 teaspoon coriander Powder
98,8,2 tablespoons red chilli powder
98,9,1/2 teaspoon turmeric
98,10,1/2 teaspoon garam masala powder
98,11,2 nuggets curry leaves
98,12,1 cup small onion sambar ones
98,13,1 cup coconut - grated
98,14,1/2 teaspoon cumin
98,15,1 teaspoon whole pepper - ground
98,16,coconut oil - to cook
98,17,salt - to taste
99,1,1 cup Red matta rice - or Basmati Rice
99,2,1-1/2 cups Fresh coconut - grated
99,3,1/2 teaspoon Salt
100,1,300 grams Chicken - with bone cut into small pieces
100,2,1 inch Cinnamon Stick (Dalchini)
100,3,1 tablespoon Whole Black Peppercorns
100,4,1 Carrot (Gajjar) - peeled and cubed
100,5,100 grams Green beans (French Beans) - chopped small
100,6,1 Potato (Aloo) - skin peeled and cubed
100,7,1 Onion - sliced
100,8,1 Green Chilli
100,9,4 cloves Garlic - chopped
100,10,1 inch Ginger - chopped
100,11,10 Cashew nuts - boiled in water and ground to a paste
100,12,1/2 teaspoon Turmeric powder (Haldi)
100,13,1 teaspoon Black pepper powder
100,14,Coconut Oil - for cooking
100,15,Salt - to taste
100,16,1 Onion - sliced
100,17,2 cloves Garlic - chopped
100,18,1 sprig Curry leaves
100,19,Coconut Oil - for cooking
101,1,250 g potato - cut straight and thick
101,2,turmeric powder - a pinch
101,3,10 small onions - cut it straight and thin
101,4,3 cloves garlic - finely chopped
101,5,1 teaspoon red chilli flax
101,6,salt - 1 sprig curry leaves
101,7,as per taste
101,8,Coconut oil - as per use
101,9,2 tablespoons coconut - cut into pieces
102,1,1 cup Jackfruit Seeds (Kathal) - cleaned and sliced
102,2,8 Pearl onions (Sambar Onions) - sliced
102,3,4 cloves Garlic - chopped finely
102,4,1/2 teaspoon Kashmiri Red Chilli Powder
102,5,1/4 teaspoon Black pepper powder
102,6,1 sprig Curry leaves
102,7,1/2 cup Fresh coconut - grated
102,8,Sunflower Oil - as required
102,9,Salt - to taste
102,10,Salt - to taste
103,1,300 grams Raw papaya - skin peeled and cut into medium sized pieces
103,2,1 teaspoon Mustard seeds
103,3,1 teaspoon White Urad Dal (Split)
103,4,1 sprig Curry leaves
103,5,1 pinch Asafoetida (hing)
103,6,1 Green Chilli - chopped
103,7,2 tablespoon Fresh coconut - grated
103,8,Salt - to taste
103,9,Sunflower Oil
104,1,250 grams Ash gourd - cut straight
104,2,2 drumsticks - cut straight
104,3,2 carrots - cut straight
104,4,10 green beans - cut straight
104,5,1 raw banana - peel and chop straight
104,6,2 potatoes - peel and chop straight
104,7,250 grams Yam - peel and chop
104,8,1-1 / 2 cup coconut - grated
104,9,3 green chillies
104,10,1 sprig curry leaves
104,11,1 teaspoon cumin seeds
104,12,1 tablespoon coconut oil
104,13,salt - as per taste
105,1,3/4 cup Whole Wheat Flour
105,2,2 tablespoons Basmati rice - boiled
105,3,1/4 cup Fresh coconut - grated
105,4,Salt - to taste
105,5,1 tablespoon Sugar
106,1,400 grams Mutton
106,2,1 teaspoon Cumin powder (Jeera)
106,3,1 teaspoon Red Chilli powder
106,4,1 teaspoon Coriander Powder (Dhania)
106,5,1/2 teaspoon Turmeric powder (Haldi)
106,6,1 teaspoon Salt
106,7,2 teaspoon Lemon juice
106,8,1 Onion - finely chopped
106,9,5 cloves Garlic - finely chopped
106,10,1 inch Ginger - thin slices
106,11,10 Curry leaves
106,12,4 tablespoon Black pepper powder
106,13,2 teaspoon Fresh coconut - (1/2 inch size)
106,14,3/4 teaspoon Salt
106,15,1/4 cup Water
106,16,2 tablespoons Coconut Oil
107,1,1 cup Instant Oats (Oatmeal)
107,2,1/8 cup Whole Wheat Flour
107,3,1/8 cup Rice flour
107,4,3/4 cup Jaggery - powdered
107,5,1 Ripe Bananas - mashed
107,6,1/4 cup Water
107,7,1/4 teaspoon Baking soda
107,8,4 tablespoon Ghee
108,1,500 grams Chicken - cleaned and cut into 1 inch cubes
108,2,1 teaspoon Garlic - minced
108,3,1 teaspoon Ginger - minced
108,4,2 teaspoons Kashmiri Red Chilli Powder
108,5,1/2 teaspoon Turmeric powder (Haldi)
108,6,2 tablespoon Vinegar
108,7,1 Green Chilli - slit lengthwise
108,8,1 tablespoon Meat masala
108,9,3 tablespoons Fresh coconut - grated
108,10,Salt - to taste
108,11,2 sprig Curry leaves
108,12,3 tablespoons Coconut Oil
108,13,100 ml Water
109,1,1 cup Red matta rice
109,2,3-1/2 cups Water
109,3,Salt - (if required)
110,1,250 grams Chinese Potato - cut into medium size pieces
110,2,1 pinch Turmeric powder (Haldi)
110,3,10 Shallots - or 1 large onion
110,4,3 cloves Garlic - finely chopped
110,5,1 teaspoon Red Chilli flakes - adjust as per spice tolerance
110,6,Salt - as per taste
110,7,1 sprig Curry leaves
110,8,Coconut Oil - enough to shallow fry
110,9,2 tablespoons Fresh coconut - pieces
111,1,1 cup Rice puttu - or wheat puttu
111,2,1 Whole Egg
111,3,1 teaspoon Cumin seeds (Jeera)
111,4,1/4 teaspoon Mustard seeds
111,5,1 sprig Curry leaves
111,6,1 pinch Turmeric powder (Haldi)
111,7,2 Green Chilli - slit/cut
111,8,1/4 teaspoon Black Urad Dal (Split)
111,9,2 teaspoon Sunflower Oil
111,10,Salt - to taste
112,1,250 grams Horse Gram Dal (Kollu/ Kulith) - Sprouted
112,2,1/2 cup Fresh coconut - grated
112,3,1 Green Chilli
112,4,1 teaspoon Cumin seeds (Jeera)
112,5,1/2 inch Ginger
112,6,1 teaspoon Cumin seeds (Jeera)
112,7,1/4 teaspoon Turmeric powder (Haldi)
112,8,1/2 teaspoon Red Chilli powder
112,9,Salt - to taste
112,10,1 Tomato - chopped - optional
113,1,2 Raw banana peel
113,2,1/4 teaspoon Turmeric powder (Haldi)
113,3,2 cups Water
113,4,Salt
113,5,1/2 cup Fresh coconut - grated
113,6,3 Garlic - cloves
113,7,1/2 teaspoon Cumin seeds (Jeera)
113,8,4 Green Chillies
113,9,6 Shallots
113,10,Salt
113,11,1 tablespoon Sunflower Oil
113,12,1/4 teaspoon Mustard seeds
113,13,2 Dry Red Chillies
113,14,8 Curry leaves
114,1,1/2 cup Red matta rice
114,2,1 cup Cashew nuts - unsalted
114,3,1 cup Jaggery - powdered or brown sugar
114,4,1 cup Dry coconut (kopra)
115,1,1 Onion - chopped
115,2,4 cloves Garlic - chopped
115,3,2 tablespoon Coriander (Dhania) Seeds
115,4,1 teaspoon Cumin seeds (Jeera)
115,5,1/4 cup Fresh coconut - grated
115,6,4 Dry Red Chillies
115,7,1/2 teaspoon Turmeric powder (Haldi)
115,8,300 grams Prawns - shells removed and deveined
115,9,1 Drumstick - cut into 3 inch pieces
115,10,1 Green Chilli - slit
115,11,1 Onion - sliced
115,12,1/2 teaspoon Red Chilli powder
115,13,1 teaspoon Mustard seeds
115,14,1 sprig Curry leaves
115,15,Coconut Oil - for cooking
115,16,Salt - to taste
116,1,2 Mango (Ripe) - cut into medium sized cubes
116,2,1 tablespoon Coconut Oil
116,3,1/2 teaspoon Turmeric powder (Haldi)
116,4,Salt - to taste
116,5,1/2 cup Fresh coconut - grated
116,6,1 cup Curd (Dahi / Yogurt) - thick and sour
116,7,1/2 teaspoon Cumin seeds (Jeera)
116,8,3 Green Chillies
116,9,1 teaspoon Coconut Oil
116,10,1/4 teaspoon Mustard seeds
116,11,1/4 teaspoon White Urad Dal (Split)
116,12,2 sprig Curry leaves
116,13,1/2 teaspoon Methi Powder (Fenugreek Powder)
116,14,2 sprig Curry leaves
116,15,2 Dry Red Chillies
117,1,500 grams Mutton
117,2,1/2 cup Shallots
117,3,1/3 cup Tomatoes
117,4,2 sprig Curry leaves
117,5,1 Green Chilli
117,6,1 teaspoon Cumin seeds (Jeera)
117,7,1/4 teaspoon Turmeric powder (Haldi)
117,8,1 tablespoon Red Chilli powder
117,9,Fresh coconut - few sliced pieces
117,10,Salt - to taste
117,11,1 tablespoon Coconut Oil
117,12,1 tablespoon Coriander (Dhania) Seeds
117,13,8 Dry Red Chillies
117,14,8 cloves Garlic
117,15,2 inch Ginger
117,16,1 teaspoon Cumin seeds (Jeera)
117,17,1 teaspoon Fennel seeds (Saunf)
117,18,1-1/2 teaspoon Whole Black Peppercorns
117,19,1 inch Cinnamon Stick (Dalchini)
117,20,3 Cloves (Laung)
117,21,2 Cardamom Powder (Elaichi)
117,22,1 sprig Curry leaves
117,23,1/2 cup Fresh coconut - grated
117,24,1/2 cup Shallots
117,25,1 teaspoon Coconut Oil
118,1,250 grams Elephant yam (Suran/Senai/Ratalu) - peeled and chopped
118,2,2 Raw Banana - peeled and chopped
118,3,1/4 teaspoon Turmeric powder (Haldi)
118,4,1/4 teaspoon Kashmiri Red Chilli Powder
118,5,4-5 Black pepper powder
118,6,1 teaspoon Coconut Oil
118,7,Salt - to taste
118,8,1 cup Fresh coconut - grated
118,9,1 teaspoon Cumin seeds (Jeera)
118,10,1/2 cup Water
118,11,1/4 cup Fresh coconut - grated
118,12,1 teaspoon Coconut Oil
118,13,1/2 teaspoon Cumin seeds (Jeera)
118,14,1/4 teaspoon Mustard seeds
118,15,1/4 teaspoon Turmeric powder (Haldi)
118,16,1/4 teaspoon Red Chilli powder
118,17,2 Dry Red Chillies - cut into small pieces
118,18,1 sprig Curry leaves
119,1,500 grams Sardine fish
119,2,1 cup Fresh coconut - grated
119,3,10 Shallots
119,4,3 Green Chillies
119,5,1/4 tablespoon Dry Red Chilli - crushed
119,6,2 inch Ginger
119,7,3 clove Garlic
119,8,1/4 teaspoon Methi Powder (Fenugreek Powder)
119,9,1/4 teaspoon Turmeric powder (Haldi)
119,10,1 teaspoon Coconut Oil - adjustable
119,11,1 sprig Curry leaves
119,12,1 Kokum (Malabar Tamarind) - soaked
119,13,2 Kokum (Malabar Tamarind) - for the curry
119,14,Salt - to taste
120,1,2 cups Elephant yam (Suran/Senai/Ratalu) - scraped well and cubed to bite size
120,2,1/4 teaspoon Turmeric powder (Haldi)
120,3,Salt - to taste
120,4,1 cup Fresh coconut - grated
120,5,3 Green Chillies - (adjust)
120,6,1 teaspoon Cumin seeds (Jeera)
120,7,1/2 teaspoon Whole Black Peppercorns
120,8,1 teaspoons Coconut Oil
120,9,1 teaspoon Mustard seeds
120,10,1 sprig Curry leaves
121,1,300 grams Green Chawli Beans (Yard long beans/Karamani/Barbati) - chopped
121,2,1 teaspoon Coconut Oil
121,3,1 teaspoon Mustard seeds
121,4,1 teaspoon Cumin seeds (Jeera)
121,5,8 Curry leaves
121,6,1/2 teaspoon Turmeric powder (Haldi)
121,7,1/4 cup Fresh coconut - grated
121,8,2 Green Chillies
121,9,2 sprig Curry leaves
121,10,Salt - to taste
122,1,5 Tomatoes - finely chopped
122,2,2 Green Chillies - chopped
122,3,1/4 teaspoon Turmeric powder (Haldi)
122,4,1/2 teaspoon Red Chilli powder
122,5,Salt - to taste
122,6,1 teaspoon Coconut Oil
122,7,1/2 teaspoon Mustard seeds
122,8,1 sprig Curry leaves
122,9,1/4 cup Fresh coconut - chopped
122,10,1 teaspoon Cumin seeds (Jeera)
122,11,5 Pearl onions (Sambar Onions) - halved
123,1,1 Potato (Aloo) - peeled and cut lengthwise
123,2,1 Carrot (Gajjar) - peeled and cut lengthwise
123,3,15 Green beans (French Beans) - cut lengthwise
123,4,1/4 cup Green peas (Matar)
123,5,1 Onions - red
123,6,1 Garlic - grated
123,7,1/2 inch Ginger - peeled and grated (optional)
123,8,1/2 cup Coconut milk - thin
123,9,3/4 cup Coconut milk - thick
123,10,Salt - to taste
123,11,1/2 inch Cinnamon Stick (Dalchini)
123,12,1 Bay leaf (tej patta)
123,13,10 to 12 Whole Black Peppercorns
123,14,1 Cardamom (Elaichi) Pods/Seeds
123,15,1 sprig Curry leaves
123,16,1 teaspoon Coconut Oil
124,1,4 Whole Eggs
124,2,1-1/2 tablespoons Sunflower Oil
124,3,1/2 teaspoon Mustard seeds
